Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Volume,MA5,MA10,DIF,ACD9,OSC,K,D,RSI6,RSI12
2011/10/28,12207.34,12251.84,12164.24,12231.11,11985.79,11775.82,11493.98,11296.62,164,184,186,217.98,135.31,82.67,0.8935 ,0.8660 ,0.7669 ,0.6853 
2011/10/31,12229.22,12229.29,11954.41,11955.01,11994.07,11831.62,11558.96,11305.12,186,189,191,222.67,152.78,69.88,0.8061 ,0.8460 ,0.5684 ,0.5912 
2011/11/1,11951.53,11951.76,11630.03,11657.96,11984.33,11839.71,11601.42,11319.26,218,201,193,199.95,162.22,37.73,0.6370 ,0.7763 ,0.4260 ,0.5092 
2011/11/2,11658.49,11876.83,11658.49,11836.04,11977.73,11872.85,11646.23,11329.2,154,195,191,186.05,166.98,19.07,0.5565 ,0.7031 ,0.5137 ,0.5500 
2011/11/3,11835.59,12065.93,11835.43,12044.47,11944.92,11923.12,11692.29,11351.27,158,176,190,188.65,171.32,17.34,0.5821 ,0.6627 ,0.5995 ,0.5932 
2011/11/4,12043.41,12043.49,11850.31,11983.24,11895.34,11940.57,11736.29,11365.27,126,169,176,185.95,174.24,11.71,0.5680 ,0.6312 ,0.5644 ,0.5755 
2011/11/7,11983.02,12074.44,11880.69,12068.39,11918.02,11956.04,11768.05,11378.59,122,156,173,186.33,176.66,9.67,0.6020 ,0.6215 ,0.6032 ,0.5939 
2011/11/8,12055.52,12187.51,12002.17,12170.18,12020.46,12002.4,11805.75,11390.05,145,141,171,193.24,179.98,13.27,0.6765 ,0.6398 ,0.6482 ,0.6156 
2011/11/9,12166.4,12166.4,11738.94,11780.94,12009.44,11993.59,11818.85,11396.3,180,146,171,175.26,179.03,-3.77,0.5319 ,0.6039 ,0.4264 ,0.5033 
2011/11/10,11780.03,11961.14,11779.88,11893.86,11979.32,11962.12,11839.64,11404.36,165,148,162,160.4,175.31,-14.9,0.5014 ,0.5697 ,0.4875 ,0.5304 
2011/11/11,11896.28,12179.72,11896.28,12153.68,12013.41,11954.38,11865.1,11423.75,135,149,159,163.98,173.04,-9.06,0.6474 ,0.5956 ,0.6039 ,0.5870 
2011/11/14,12153,12170.56,12027.03,12078.98,12015.53,11966.77,11899.2,11444.77,120,149,152,164.36,171.31,-6.95,0.6965 ,0.6292 ,0.5600 ,0.5656 
2011/11/15,12077.92,12165.11,12001.26,12096.16,12000.72,12010.59,11925.15,11465.46,145,149,145,162.84,169.61,-6.77,0.7298 ,0.6627 ,0.5686 ,0.5696 
2011/11/16,12084.74,12109.03,11890.57,11905.59,12025.65,12017.55,11945.2,11477.61,166,146,146,148.87,165.46,-16.59,0.6104 ,0.6453 ,0.4507 ,0.5133 
2011/11/17,11905.67,11948.43,11676.35,11770.73,12001.03,11990.17,11956.65,11485.11,170,147,147,123.38,157.05,-33.67,0.4685 ,0.5863 ,0.3832 ,0.4770 
2011/11/18,11768.98,11854.81,11755.82,11796.16,11929.52,11971.47,11956.02,11495.88,181,156,153,102.73,146.18,-43.46,0.3904 ,0.5210 ,0.4034 ,0.4845 
2011/11/21,11795.55,11795.7,11454.07,11547.31,11823.19,11919.36,11937.7,11500.26,171,167,158,68.26,130.6,-62.34,0.3031 ,0.4484 ,0.2913 ,0.4201 
2011/11/22,11542.39,11571.75,11433.97,11493.72,11702.7,11851.71,11927.06,11499.5,149,167,158,33.47,111.17,-77.7,0.2288 ,0.3752 ,0.2718 ,0.4073 
2011/11/23,11492.74,11492.82,11257.55,11257.55,11573.09,11799.37,11896.48,11494.46,152,165,155,-8.68,87.2,-95.88,0.1525 ,0.3010 ,0.2007 ,0.3556 
2011/11/25,11251.88,11361.47,11231.56,11231.78,11465.3,11733.17,11847.64,11488.1,87.48,148,148,-45.77,60.61,-106.38,0.1018 ,0.2346 ,0.1940 ,0.3503 
2011/11/28,11232.47,11562.03,11232.16,11523.01,11410.67,11670.1,11812.24,11488.59,203,153,154,-58.68,36.75,-95.43,0.1719 ,0.2137 ,0.4439 ,0.4511 
2011/11/29,11523.01,11623.94,11517.04,11555.63,11412.34,11617.76,11792.27,11493.84,157,150,158,-59.91,17.42,-77.33,0.2377 ,0.2217 ,0.4661 ,0.4613 
2011/11/30,11559.27,12045.68,11559.27,12045.68,11522.73,11612.72,11811.66,11508.95,287,177,172,-31.39,7.65,-39.05,0.4918 ,0.3117 ,0.6898 ,0.5872 
2011/12/1,12046.21,12062.64,11974.62,12020.03,11675.23,11624.16,11820.85,11519.04,144,176,170,-1.09,5.9,-7,0.6441 ,0.4225 ,0.6721 ,0.5795 
2011/12/2,12022.37,12146.68,12007.12,12019.42,11832.75,11649.03,11819.6,11531.1,150,188,168,24.96,9.71,15.24,0.7164 ,0.5205 ,0.6716 ,0.5793 
2011/12/5,12021.54,12186.53,12021.46,12097.83,11947.72,11679.2,11825.33,11549.52,154,178,165,49.29,17.63,31.66,0.7800 ,0.6070 ,0.7049 ,0.5985 
2011/12/6,12097.75,12215.71,12076.71,12150.13,12066.62,11739.48,11829.42,11567.67,146,176,163,71.57,28.42,43.15,0.8311 ,0.6817 ,0.7270 ,0.6115 
2011/12/7,12144.41,12257.67,12060.37,12196.37,12096.76,11809.74,11830.73,11585.85,168,152,165,90.56,40.85,49.71,0.8675 ,0.7436 ,0.7472 ,0.6232 
2011/12/8,12195.91,12195.91,11966.22,11997.7,12092.29,11883.76,11841.57,11598.37,166,157,166,93.37,51.35,42.02,0.8272 ,0.7715 ,0.5413 ,0.5461 
2011/12/9,11996.03,12212.83,11995.51,12184.26,12125.26,11979.01,11856.09,11610.88,154,158,173,102.87,61.65,41.22,0.8517 ,0.7982 ,0.6500 ,0.5971 
2011/12/12,12181.08,12181.38,11940.86,12021.39,12109.97,12028.84,11849.47,11619.42,149,157,167,100.93,69.51,31.42,0.7884 ,0.7949 ,0.5208 ,0.5394 
2011/12/13,12018.66,12147.7,11904.38,11954.94,12070.93,12068.78,11843.27,11628.66,172,162,169,94.21,74.45,19.76,0.5733 ,0.7211 ,0.4746 ,0.5171 
2011/12/14,11949.72,11950.02,11786.47,11823.48,11996.35,12046.56,11829.64,11635.57,161,160,156,76.34,74.83,1.51,0.4084 ,0.6168 ,0.3920 ,0.4748 
2011/12/15,11825.29,11967.84,11825.22,11868.81,11970.58,12031.43,11827.8,11647.97,137,155,156,64.4,72.74,-8.34,0.3305 ,0.5214 ,0.4328 ,0.4905 
2011/12/16,11870.25,11968.18,11819.31,11866.39,11907,12016.13,11832.58,11666.84,390,202,180,54.1,69.01,-14.91,0.2769 ,0.4399 ,0.4310 ,0.4896 
2011/12/19,11866.54,11925.88,11735.19,11766.26,11855.98,11982.97,11831.08,11683.42,135,199,178,38.9,62.99,-24.09,0.2044 ,0.3614 ,0.3554 ,0.4541 
2011/12/20,11769.21,12117.13,11768.83,12103.58,11885.7,11978.32,11858.9,11701.09,165,198,180,44.49,59.29,-14.8,0.3934 ,0.3720 ,0.6228 ,0.5691 
2011/12/21,12103.28,12119.7,11999.44,12107.74,11942.56,11969.46,11889.6,11716.37,163,198,179,53.18,58.07,-4.89,0.5222 ,0.4221 ,0.6251 ,0.5703 
2011/12/22,12107.59,12182.71,12107.37,12169.65,12002.72,11986.65,11935.2,11735.68,152,201,178,65.26,59.51,5.75,0.6718 ,0.5053 ,0.6619 ,0.5892 
2011/12/23,12169.8,12297.44,12169.8,12294,12088.25,11997.62,11988.32,11754.68,80.42,139,170,82.47,64.1,18.37,0.7791 ,0.5966 ,0.7267 ,0.6252 
2011/12/27,12293.47,12328.47,12269.97,12291.35,12193.26,12024.62,12026.73,11777.65,95.98,131,165,97.53,70.79,26.74,0.8319 ,0.6750 ,0.7231 ,0.6239 
2011/12/28,12288.85,12299.11,12140.17,12151.41,12202.83,12044.27,12056.52,11802.58,84.01,115,156,99.46,76.52,22.94,0.7885 ,0.7128 ,0.5525 ,0.5585 
2011/12/29,12152.09,12293.96,12152.09,12287.04,12238.69,12090.62,12068.59,11827.22,84.61,99.32,149,105.38,82.29,23.09,0.8357 ,0.7538 ,0.6489 ,0.6026 
2011/12/30,12286.13,12290.06,12213.78,12217.56,12248.27,12125.5,12078.47,11848.52,96.67,88.34,145,107.2,87.28,19.93,0.8281 ,0.7786 ,0.5730 ,0.5707 
2012/1/3,12221.19,12479.65,12221.19,12397.38,12268.95,12178.6,12097.36,11869.75,153,103,121,118.51,93.52,24.99,0.8469 ,0.8013 ,0.6867 ,0.6265 
2012/1/4,12392.46,12430,12337.25,12418.42,12294.36,12243.81,12113.39,11891.67,145,113,122,128.18,100.45,27.73,0.8554 ,0.8194 ,0.6980 ,0.6326 
2012/1/5,12418.42,12435.98,12283.9,12415.7,12347.22,12275.03,12126.67,11908.05,158,127,121,133.24,107.01,26.23,0.8463 ,0.8283 ,0.6942 ,0.6311 
2012/1/6,12407.45,12415.24,12332.41,12359.92,12361.8,12300.24,12134.85,11923.77,131,137,118,134.02,112.41,21.61,0.7800 ,0.8122 ,0.6106 ,0.6003 
2012/1/9,12359.31,12409.08,12333.85,12392.69,12396.82,12322.55,12154.6,11938.34,122,142,115,134.32,116.79,17.52,0.7679 ,0.7975 ,0.6411 ,0.6124 
2012/1/10,12394.51,12514.69,12394.51,12462.47,12409.84,12339.39,12168.51,11954.74,141,140,121,139.11,121.26,17.86,0.7988 ,0.7979 ,0.7009 ,0.6379 
2012/1/11,12459.52,12462.58,12399.01,12449.45,12416.05,12355.2,12189.91,11968.16,130,137,125,139.82,124.97,14.85,0.8059 ,0.8006 ,0.6757 ,0.6295 
2012/1/12,12449.91,12483.7,12385.08,12471.02,12427.11,12387.17,12215.72,11986.06,128,131,129,139.78,127.93,11.85,0.8222 ,0.8078 ,0.6973 ,0.6381 
2012/1/13,12469.96,12470.12,12311.79,12422.06,12439.54,12400.67,12245.65,12000.14,161,137,137,134.48,129.24,5.24,0.7763 ,0.7973 ,0.5901 ,0.6033 
2012/1/17,12423.12,12573.65,12423.12,12482.07,12457.41,12427.12,12276.31,12016.43,149,142,142,135.47,130.49,4.98,0.7455 ,0.7800 ,0.6657 ,0.6303 
2012/1/18,12474.69,12582.28,12453.2,12578.95,12480.71,12445.28,12311.94,12033.72,154,145,142,139.33,132.26,7.08,0.8266 ,0.7956 ,0.7537 ,0.6699 
2012/1/19,12578.19,12625.8,12563.58,12623.98,12515.62,12465.83,12354.82,12047.31,148,148,142,145.64,134.93,10.71,0.8825 ,0.8245 ,0.7852 ,0.6869 
2012/1/20,12623.83,12720.48,12620.76,12720.48,12565.51,12496.31,12385.67,12060.76,255,173,152,155.8,139.11,16.69,0.9217 ,0.8569 ,0.8384 ,0.7205 
2012/1/23,12720.25,12764.49,12665.83,12708.82,12622.86,12531.2,12415.72,12077.46,150,171,154,163.29,143.94,19.35,0.9068 ,0.8735 ,0.8094 ,0.7105 
2012/1/24,12708.37,12708.52,12613.54,12675.75,12661.6,12559.5,12441.03,12090.9,125,167,154,163.83,147.92,15.91,0.8725 ,0.8732 ,0.7239 ,0.6810 
2012/1/25,12673.63,12778.26,12580.12,12758.85,12697.58,12589.14,12464.27,12100.08,135,163,154,166.42,151.62,14.8,0.9011 ,0.8825 ,0.7906 ,0.7136 
2012/1/26,12757.33,12841.95,12695.16,12734.63,12719.71,12617.66,12486.43,12108.47,131,159,154,169.15,155.13,14.02,0.8666 ,0.8772 ,0.7290 ,0.6911 
2012/1/27,12733.95,12733.95,12630.72,12660.46,12707.7,12636.61,12511.89,12120.23,164,141,157,162.96,156.69,6.27,0.7666 ,0.8404 ,0.5668 ,0.6255 
2012/1/30,12659.17,12659.32,12529.41,12653.72,12696.68,12659.77,12530.22,12136.82,130,137,154,152.48,155.85,-3.37,0.6830 ,0.7879 ,0.5534 ,0.6197 
2012/1/31,12654.78,12720.1,12567.33,12632.91,12688.11,12674.86,12550.99,12150.1,168,146,156,143.67,153.41,-9.74,0.5657 ,0.7139 ,0.5088 ,0.6008 
2012/2/1,12632.76,12784.62,12632.76,12716.46,12679.64,12688.61,12566.94,12161.3,143,147,155,141.06,150.94,-9.89,0.5767 ,0.6681 ,0.6463 ,0.6478 
2012/2/2,12716.54,12741.89,12676.05,12705.41,12673.79,12696.75,12581.29,12173.34,114,144,152,136.97,148.15,-11.18,0.5721 ,0.6361 ,0.6188 ,0.6370 
2012/2/3,12705.04,12869.95,12704.96,12862.23,12714.15,12710.92,12603.62,12186.57,143,140,141,141.59,146.84,-5.25,0.7072 ,0.6598 ,0.7789 ,0.7115 
2012/2/6,12860.72,12860.79,12793.43,12845.13,12752.43,12724.56,12627.88,12197.82,108,135,136,144.5,146.37,-1.87,0.7805 ,0.7000 ,0.7383 ,0.6946 
2012/2/7,12844.37,12903.71,12782.57,12878.2,12801.49,12744.8,12652.15,12216.11,116,125,135,147.09,146.51,0.58,0.8310 ,0.7437 ,0.7666 ,0.7092 
2012/2/8,12865.79,12893.64,12817.69,12883.95,12834.98,12757.31,12673.23,12232.61,138,124,136,148.17,146.84,1.33,0.8697 ,0.7857 ,0.7717 ,0.7118 
2012/2/9,12884.41,12924.71,12846.41,12890.46,12871.99,12772.89,12695.28,12244.89,157,132,138,148.78,147.23,1.55,0.8843 ,0.8185 ,0.7783 ,0.7150 
2012/2/10,12889.55,12889.63,12743.56,12801.23,12859.79,12786.97,12711.79,12256.92,124,129,134,141.25,146.04,-4.78,0.8077 ,0.8149 ,0.5268 ,0.6140 
2012/2/13,12799.11,12887.93,12799.11,12874.04,12865.58,12809,12734.39,12269.89,112,129,132,137.73,144.37,-6.65,0.8139 ,0.8146 ,0.6405 ,0.6571 
2012/2/14,12871.77,12878.88,12786.93,12878.28,12865.59,12833.54,12754.2,12286.1,120,130,128,133.14,142.13,-8.99,0.8137 ,0.8143 ,0.6465 ,0.6595 
2012/2/15,12864.65,12899.47,12753.62,12780.95,12844.99,12839.99,12764.3,12302.94,128,128,126,123.89,138.48,-14.59,0.6577 ,0.7621 ,0.4443 ,0.5606 
2012/2/16,12779.81,12914,12779.58,12904.08,12847.72,12859.86,12778.3,12321.4,134,124,128,120.95,134.97,-14.02,0.7339 ,0.7527 ,0.6232 ,0.6360 
2012/2/17,12903.33,12967.92,12903.25,12949.87,12877.44,12868.62,12789.77,12344.78,235,146,137,122.64,132.51,-9.87,0.7958 ,0.7671 ,0.6705 ,0.6596 
2012/2/21,12949.34,13005.04,12926.11,12965.69,12895.77,12880.67,12802.62,12369.31,165,156,143,124.39,130.88,-6.49,0.8137 ,0.7826 ,0.6868 ,0.6678 
2012/2/22,12966.22,12977.91,12914.83,12938.67,12907.85,12886.72,12815.76,12397.33,124,157,144,122.5,129.21,-6.71,0.7912 ,0.7855 ,0.6236 ,0.6393 
2012/2/23,12937.08,12996.08,12882.67,12984.69,12948.6,12896.8,12827.05,12426.55,120,156,142,121.18,127.6,-6.42,0.8348 ,0.8019 ,0.6832 ,0.6658 
2012/2/24,12981.2,13013.82,12950.59,12982.95,12964.37,12906.05,12839.47,12450.88,89.44,147,135,120.41,126.16,-5.76,0.8503 ,0.8181 ,0.6783 ,0.6638 
2012/2/27,12981.13,13027.52,12882.59,12981.51,12970.7,12924.07,12855.52,12474.64,144,128,137,117.29,124.39,-7.1,0.8442 ,0.8268 ,0.6736 ,0.6620 
2012/2/28,12976.74,13021.51,12952.82,13005.12,12978.59,12937.18,12873.09,12490.63,114,118,137,115.73,122.66,-6.93,0.8689 ,0.8408 ,0.7133 ,0.6777 
2012/2/29,13005.42,13055.75,12929.66,12952.07,12981.27,12944.56,12889.05,12506.17,182,130,144,111.29,120.38,-9.09,0.7875 ,0.8230 ,0.5371 ,0.6085 
2012/3/1,12952.29,13032.67,12943.06,12980.3,12980.39,12964.5,12902.24,12522.18,140,134,145,107.48,117.8,-10.32,0.7131 ,0.7864 ,0.6002 ,0.6304 
2012/3/2,12980.75,12997.51,12927.77,12977.57,12979.31,12971.84,12915.85,12536.84,93.9,135,141,102.16,114.67,-12.52,0.6582 ,0.7437 ,0.5908 ,0.6267 
2012/3/5,12977.34,12977.34,12883.91,12962.81,12975.57,12973.14,12920.88,12550.39,109,128,128,94.95,110.73,-15.77,0.5932 ,0.6935 ,0.5366 ,0.6057 
2012/3/6,12958.65,12958.73,12734.86,12759.15,12926.38,12952.48,12916.58,12559.77,142,133,126,76.76,103.94,-27.17,0.4207 ,0.6026 ,0.2131 ,0.4028 
2012/3/7,12756.12,12857.73,12751.51,12837.33,12903.43,12942.35,12914.54,12573.76,175,132,131,63.07,95.76,-32.69,0.3869 ,0.5307 ,0.3841 ,0.4763 
2012/3/8,12835.53,12937.19,12835.53,12907.94,12888.96,12934.67,12915.74,12585.82,104,125,129,57.7,88.15,-30.45,0.4377 ,0.4997 ,0.5016 ,0.5329 
2012/3/9,12908.62,12968.79,12906.43,12922.02,12877.85,12928.58,12917.31,12600.83,103,127,131,55.44,81.61,-26.17,0.4862 ,0.4952 ,0.5233 ,0.5436 
2012/3/12,12920.58,12976.36,12919.98,12959.71,12877.23,12926.4,12925.24,12617.58,100,125,126,54.97,76.28,-21.31,0.5577 ,0.5161 ,0.5819 ,0.5723 
2012/3/13,12953.2,13180.4,12953.13,13177.68,12960.94,12943.66,12940.42,12640.15,163,129,131,67.39,74.5,-7.11,0.7031 ,0.5784 ,0.7744 ,0.6938 
2012/3/14,13177.15,13221.27,13166.25,13194.1,13032.29,12967.86,12956.21,12662.24,164,127,129,82.08,76.02,6.06,0.7835 ,0.6468 ,0.7834 ,0.7008 
2012/3/15,13192.97,13253.51,13170.19,13252.76,13101.25,12995.11,12979.8,12685.34,162,138,132,95.71,79.96,15.75,0.8552 ,0.7162 ,0.8151 ,0.7252 
2012/3/16,13253.51,13289.08,13231.45,13232.62,13163.37,13020.61,12996.23,12709.78,393,196,161,106.43,85.25,21.18,0.8695 ,0.7673 ,0.7688 ,0.7037 
2012/3/19,13231.94,13269.71,13208.63,13239.13,13219.26,13048.24,13010.69,12728.71,147,206,165,113.03,90.81,22.22,0.8820 ,0.8055 ,0.7737 ,0.7068 
2012/3/20,13238.45,13238.45,13123.38,13170.19,13217.76,13089.35,13020.92,12746.42,132,199,164,111.84,95.01,16.83,0.8340 ,0.8150 ,0.6073 ,0.6312 
2012/3/21,13170.79,13190.02,13112.93,13124.62,13203.86,13118.08,13030.21,12762.33,125,192,159,106.65,97.34,9.3,0.7460 ,0.7920 ,0.5188 ,0.5861 
2012/3/22,13124.4,13124.47,13017.42,13046.14,13162.54,13131.9,13033.29,12774.87,122,184,161,95.02,96.88,-1.86,0.6113 ,0.7318 ,0.3987 ,0.5167 
2012/3/23,13045.99,13099.91,13002.77,13080.73,13132.16,13147.77,13038.17,12788.03,130,131,164,85.42,94.58,-9.17,0.5341 ,0.6659 ,0.4643 ,0.5427 
2012/3/26,13082.62,13243.86,13082.39,13241.63,13132.66,13175.96,13051.18,12806.2,122,126,166,87.8,93.23,-5.43,0.6342 ,0.6553 ,0.6670 ,0.6409 
2012/3/27,13242.09,13264.98,13194.33,13197.73,13138.17,13177.97,13060.81,12821.37,129,126,162,89.57,92.5,-2.92,0.6498 ,0.6535 ,0.5935 ,0.6024 
2012/3/28,13195.39,13212.64,13069.26,13126.21,13138.49,13171.18,13069.52,12836.52,142,129,160,83.55,90.71,-7.16,0.5769 ,0.6279 ,0.4883 ,0.5443 
2012/3/29,13125.99,13151.57,13032.67,13145.82,13158.42,13160.48,13077.79,12848.99,136,132,158,76.71,87.91,-11.2,0.5632 ,0.6064 ,0.5165 ,0.5571 
2012/3/30,13147.94,13224.49,13147.78,13212.04,13184.69,13158.42,13089.52,12862.22,171,140,136,76.87,85.7,-8.83,0.6415 ,0.6181 ,0.6048 ,0.5986 
2012/4/2,13211.36,13297.11,13153.69,13264.49,13189.26,13160.96,13104.6,12876.37,109,137,132,79.78,84.52,-4.74,0.7241 ,0.6534 ,0.6632 ,0.6286 
2012/4/3,13258.96,13265.36,13131.21,13199.55,13189.62,13163.9,13126.62,12890.36,124,136,131,77.47,83.11,-5.63,0.7056 ,0.6708 ,0.5437 ,0.5709 
2012/4/4,13198.19,13198.19,13020.86,13074.75,13179.33,13158.91,13138.49,12901.73,125,133,131,66.27,79.74,-13.47,0.5519 ,0.6312 ,0.3842 ,0.4787 
2012/4/5,13067.18,13088.11,13012.46,13060.14,13162.19,13160.31,13146.1,12911.69,110,128,130,53.79,74.55,-20.76,0.4238 ,0.5620 ,0.3689 ,0.4691 
2012/4/9,13057.57,13057.72,12903.78,12929.59,13105.7,13145.2,13146.48,12919.69,106,115,127,35.42,66.72,-31.31,0.3044 ,0.4761 ,0.2590 ,0.3919 
2012/4/10,12929.44,12929.59,12710.56,12715.93,12995.99,13092.63,13134.29,12923.77,159,125,131,5.69,54.52,-48.83,0.2060 ,0.3861 ,0.1634 ,0.3029 
2012/4/11,12716.92,12844.82,12716.92,12805.39,12917.16,13053.39,13115.68,12930.16,125,125,131,-15.66,40.48,-56.14,0.1912 ,0.3211 ,0.2943 ,0.3684 
2012/4/12,12806.45,12986.96,12806.3,12986.58,12899.53,13039.43,13105.3,12938.57,120,124,128,-20.37,28.31,-48.68,0.2843 ,0.3089 ,0.4887 ,0.4770 
2012/4/13,12986.2,12986.35,12845.28,12849.59,12857.42,13009.81,13085.14,12943.08,141,130,129,-28.52,16.94,-45.47,0.2686 ,0.2954 ,0.3910 ,0.4178 
2012/4/16,12850.88,12986.77,12850.8,12921.41,12855.78,12980.74,13069.58,12948.04,121,133,124,-31.6,7.24,-38.84,0.3057 ,0.2989 ,0.4590 ,0.4564 
2012/4/17,12921.79,13131.36,12921.79,13115.54,12935.7,12965.85,13063.4,12954.62,115,124,125,-21.61,1.47,-23.08,0.4807 ,0.3595 ,0.6030 ,0.5453 
2012/4/18,13114.56,13114.56,13027.49,13032.75,12981.17,12949.17,13056.53,12960.02,114,122,124,-15.07,-1.84,-13.23,0.5757 ,0.4315 ,0.5307 ,0.5067 
2012/4/19,13028.73,13080.2,12896.82,12964.1,12976.68,12938.1,13048.51,12964.83,140,126,125,-15.8,-4.63,-11.17,0.5846 ,0.4826 ,0.4742 ,0.4763 
